EDRPOU,Name,Address,Contacts,KOATUU,Wastes_pzuv, Wastes_tonnes,amount_I,amount_II,amount_III,amount_IV
03348910,"КП ""Дрогобичводоканал"" Дрогобицької міської ради Львівської області","82103, Львівська обл., м. Дрогобич, вул. Федьковича, 11",/024451274,4610600000,3331.415,2513.17,0.0,1.355,2.9000000000000004,2508.915
33169878,"Іноземне підприємство ""Західна індустріальна компанія""","79495, м. Львів, м. Винники, вул. Шевченка, буд. 1",/0000000,4610160300,3286.02,151.647,0.627,0.0,0.0,151.01999999999998
38729123,"ТОВ ""Вуд Індастріс""","81700, Львівська обл., Жидачівський р-н., м. Жидачів, вул. Заводська, Гніздичівська, буд. 8",/0322445596,4621500000,3202.31,1214.2184,0.008400000000000001,3.9000000000000004,0.0,1210.31
30162618,"ДП ""Львівський державний завод ""ЛОРТА""","79040, м. Львів, Залізничний р-н., вул. Патона, 1",info@lorta.ua/2623781,4610136300,3172.1229000000003,91.5345,0.615,0.0,0.1266,90.7929
34814969,"ТзОВ ""Львівський бетон""","79066, м. Львів, вул. Грунтова, 1",/0322454781,4610136800,3127.076,754.1060000000001,0.05,4.23,0.25,749.576
25231918,"ПП ""Бридж""","80371, Львівська обл., Жовківський р-н., с. Надичі, вул. Грушевського, 3",/25231851,4622786401,3064.67,479.328,0.058,4.6,0.0,474.66999999999996
20784943,"ЛКП ""Залізничнетеплоенерго""","79054, м. Львів, вул. С. Петлюри, 4а",lmkp@mail.lviv.ua/0322624207,4610136300,3022.0260000000003,628.8009999999999,0.335,1.44,0.0,627.0260000000001
33909724,"ТзОВ ""Бадер Україна""","81084, Львівська обл., Яворівський р-н., с. Кожичі, вул. Дорошенка, 2",Info.300@baber-leather.com/(03231)3-31-08,4625883604,2988.0,2688.06,0.06,0.0,0.0,2688.0
22364091,"Підприємство з іноземними інвестиціями ТзОВ ""Аква-ЕКО""","82200, Львівська обл., м. Трускавець, вул. Івана Мазепи, 29",/0324766031,4611500000,2986.7738,455.3065,0.2817,2.2510000000000003,0.0,452.7738
01981951,"ДЗДС (спеціальний) санаторій ""ДЖЕРЕЛО""","Львівська обл., м. Трускавець, вул. Суховоля, 75",/0000000,4611500000,2983.354,596.3315,0.47750000000000004,0.0,0.0,595.8539999999999
05393518,"ПрАТ ""Холдингова компанія ""ЕКО-ДІМ""","80256, Львівська обл., Радехівський р-н., с. Оглядів, вул. Каштанова, буд.1",eko-dim@hotmail.com/224-92-88,4610137200,2947.955,1280.9529999999997,0.038000000000000006,2.96,0.0,1277.955
31588791,"ДП ""Датський текстиль"" компанії ""ПВН Холдінг А/С (Данія)","80000, Львівська обл., Сокальський р-н., м. Сокаль, вул. Чайковського, 1",ogu@danish-textiles.com/0325772017,4600000000,2947.7,2068.2000000000003,0.14,0.36,0.0,2067.7
32561990,"ДП ""ЕКРАН-ВІКНОСВІТ"" ТзОВ ""ЕКРАН""","82400, Львівська обл., м. Стрий, вул. Сколівська, 7-Б",/0324539114,4611200000,2937.8099999999995,462.77000000000004,0.0,4.96,0.0,457.81
36545108,"ТзОВ ""Скриня плюс""","79034, м. Львів, вул. Навроцького, буд. 25",/0000000,4610136800,2849.7149999999997,735.138,0.42300000000000004,0.0,0.0,734.715
41195305,"ТзОВ ""Авто Лідер Захід""","81110, Львівська обл., Пустомитівський р-н., с. Зимна Вода, вул. Городоцька, 16",/0322424942,4623681601,2831.0,29.0475,0.0075,5.54,0.0,23.5
36767366,"ТОВ ""Кондитерська фабрика ""Ярич""",Львівська обл. Камянка-Бузький р-н с. Старий Яричів вул. Заводська 1,i.symonik@yarych.com/0673600581,4600000000,2823.2400000000002,603.684,0.44400000000000006,0.0,0.0,603.24
32789894,"ТОВ ""Західно-Український гольф та кантрі клуб""","81080, Львівська обл., Яворівський р-н., с. Лозино, вул. Рівці, 10",/0676743701,4625885201,2817.37,134.1532,0.2022,0.0,34.131,99.82000000000001
05759310,Стрийський міський комбінат комунальних підприємств,"82400, Львівська обл., м. Стрий, вул. Нижанківського, 50",mkkp@ukr.net/0324553113,4610000000,2777.508,151.664,0.28900000000000003,2.367,0.0,149.008
22356177,"Селянське (фермерське) господарство ""Клен""","80310, Львівська обл., Жовківський р-н, с. Річки вул. Бічна Івана Франка, 2",rata@email.ua/+380676760664,4622787901,2750.2200000000003,20.402,0.032,5.1499999999999995,0.0,15.22
30975574,"ТзОВ ""Райтекс""","80400, м. Кам'янка-Бузька, вул. Ярослава Мудрого, 27",/0325423025,4622110100,2749.29,276.85699999999997,0.477,0.14200000000000002,0.348,275.89
31323636,"ТзОВ ""Рута""","80650, Львівська обл., Бродівський р-н., с. Гаї, вул. Лісова, 1",/0326639569,4620310100,2728.1059999999998,2728.1059999999998,0.0,0.0,0.0,2728.1059999999998
00110191,"ПАТ ""Галенергобудпром""","82434, Львівська обл., Стрийський р-н., с. Дуліби, вул. Заводська, 27",/024552163,4625382001,2725.4480000000003,248.8442,0.2452,2.4909999999999997,0.16,245.94799999999998
34814906,"ТзОВ ""Галавтосервіс""","79020, м. Львів, вул. Варшавська, 66/58",/0676760157,4610137500,2688.6922000000004,12.355599999999999,0.0,5.3634,0.0,6.9921999999999995
30275304,"ПП ""УКРТЕХПОСТАЧ""","79026, м. Львів, вул. Академіка Лазаренка, 4",/0322954128,4610136900,2684.0,1137.1,0.0,3.1,0.0,1134.0
33572542,"ФГ ""Джерельна криниця""","81644, Львівська обл., Миколаївський р-н., с. Більче",/0324160907,4623080801,2678.204,2014.5339999999999,0.0,1.33,0.0,2013.2040000000002
31978052,"ДП ""ХРТ ТЕКСТИЛЬ""","79060, м. Львів, вул. Наукова, буд. 7",/0000000,4610136900,2622.026,351.063,0.23700000000000002,2.0,1.8,347.026
33622032,"ТОВ ""АКО ІНДАСТРІС""","80362, Львівська обл., Жовківський р-н., смт. Куликів, вул. Шевченка, 73",/0676742047,4622755600,2621.796,937.898,0.252,0.8500000000000001,0.0,936.796
37961273,"ТзОВ ""ФЕРОЗІТ""","Тернопільська обл., м. Теребовля, іул. Шевченка, 171",/0322948601,4610137500,2578.85,1609.044,0.194,0.0,0.0,1608.85
32409127,"ТОВ ""Галицька здоба""","79057, м. Львів, вул. Антоновича, 102в",/0322440711,4610136900,2563.7289999999994,80.5771,0.1251,3.7229999999999994,0.0,76.729
32739068,"ТзОВ ""ЦВГ Україна""","79066, м. Львів, вул. Зелена, 301",lyubomyr.matsko@cvgrp.com/0676742763,4610136800,2560.7830000000004,843.885,0.243,0.17300000000000001,8.485999999999999,834.9830000000001
03348809,"Міське комунальне підприємство ""Миколаївводоканал""","81600,Львівська обл.,м. Миколаїв,вул.В.Чорновола, буд.1",mkvodokanal@ukr.net/03241-51-486,4623010100,2560.151,1931.411,0.0,1.26,0.0,1930.1509999999998
38964781,"ТОВ ""Фуджікура аутомотів Україна Львів""","81085, Львівська обл., Яворівський р-н., с. Підрясне, вул. Європейська, 1",/0674718212,4625887503,2518.93,1334.02,0.09,0.0,15.0,1318.93
31659013,"ДП ""ГРІН КОТТОН ГРУП ЛЬВІВ""","79041, м. Львів, вул. Городоцька, 226",/0000000,4610136600,2492.187,592.5855,0.3225,0.5760000000000001,0.0,591.687
04850451,"ПАТ ""Науково-виробниче об'єднання ""Термоприлад"" ім. В. Лаха""","79060, Львівська обл., м. Львів, вул. Наукова, буд. 3",thermo@mail.lviv.ua/0322631361,4610136900,2464.233,143.493,0.42,0.4,0.44,142.233
08371339,"Центр медичної реабілітації та санаторного лікування ""Трускавецький""","82200, м. Трускавець, вул. Городище, 4",/0673011115,4611500000,2464.0,1504.192,0.192,0.0,0.0,1504.0
00244676,"ТзОВ НВП ""Електрон-Т""","м. Львів, вул. Квітова, 12",/2520077,4610137500,2457.84,338.8425,0.0825,3.4200000000000004,0.0,335.34
22340506,"ТОВ ""МЕТРО Кеш енд Кері Україна""","02140, м. Київ, пр-кт. Петра Григоренка, 43",ls.store17@metro.ua/242-10-67,4610000000,2456.1279999999997,939.3851999999999,0.2772,0.13,1.35,937.6279999999999
37678492,"ТзОВ ""Аліор-Транс""","80100, Львівська обл., м. Червоноград, вул. Грушевського, 1",/032494910,4611800000,2448.504,12.383099999999999,0.0050999999999999995,4.7989999999999995,0.325,7.254
00376389,"ПрАТ ""Дрогобицький хлібокомбінат""","82100, Львівська область, м.Дрогобич, вул.Рєпіна, 8",hlibdr80@gmail.com/0324415525,4600000000,2447.323,225.5481,0.1361,3.089,0.0,222.32299999999998
23970286,"Комунальне некомерційне підприємство ""4-а міська поліклініка м. Львова""","79049, м.Львів, пр.-кт Червоної Калини,68",borys0@ukr.net/(032)222-52-22,4610136800,2444.2664999999997,237.70790000000002,0.44139999999999996,0.0,0.0,237.2665
37497024,"Львівське ПрАТ ""Галант""","79035, м. Львів, вул. Зелена, 147",/0504311908,4610100000,2385.313,575.909,0.3360000000000001,0.26,0.0,575.313
03114783,"ТзОВ ""Бродівське АТП-14610""","Львівська обл., м. Броди, вул. Івана Франка, 57",atp14610@ukr.net/050558612,4620310100,2366.3,77.9,0.0,4.53,0.57,72.8
32704119,"ТзОВ ""Автономні джерела струму""","80074, м. Київ, Голосіївський р-н., вул. Горького, 5б",/0325764605,4600000000,2339.0,916.04,0.15,1.29,0.6,914.0
26231147,"ПАТ ""Укртрансгаз"" філія УМГ ""Львівтрансгаз"" Дашавське ВУПЗГ","01021, м. Київ узвіз Кловський, 9/1",dogdan-in@utg.ua/245-37-180,4600000000,2337.941,104.753,0.15899999999999997,2.8529999999999998,0.3,101.44100000000002
03061545,"Державне спеціалізоване підприємство ""Львівський державний міжобласний спеціальний комбінат""","79038, м. Львів, вул. Таджицька, 4",office.ldmsk@gmail.com/0322511900,4610137200,2266.7599999999998,205.18800000000002,0.078,3.3499999999999996,0.0,201.76
30823126,"ТОВ ""СТАХЕМА ЛЬВІВ-СЕРВІС""","79041, м. Львів, вул. Городоцька, 225 (офіс 302)",/0322450465,4610136300,2180.57,320.036,0.14,2.326,0.0,317.57
01412584,"ТзОВ ""Львівський монтажно-заготівельний завод""","79035, м. Львів, вул. Зелена, 131",/2255664,4610137200,2172.312,256.425,0.13599999999999998,2.477,0.0,253.812
40034234,"ТОВ ""Вудкрафт Трейдінг""","м.Борислав вул.Дрогобицька, буд. 94",woodcraft.trading@gmail.com/(98)575 72 51,4610300000,2170.642,2170.642,0.0,0.0,0.0,2170.642
35101874,"ТзОВ ""Електроконтакт Україна""","81200, Львівська обл., м. Перемишляни, вул. Топольна, 1",/03227562,4623310100,2101.3,141.89000000000001,0.39,0.0,0.2,141.3
40624625,"ТзОВ ""Торговий дім ""Українська м'ясна компанія""","21036, Львівська обл., м. Вінниця, вул.Максимовича, 4/518",/0938252474,4620310100,2059.16,2059.16,0.0,0.0,0.0,2059.16
30124284,"ТзОВ ""Галичхутро""","80001, Львівська обл., Сокальський р-н., с. Велике",/0325755120,4624885502,2005.947,163.49890000000002,0.1819,1.87,0.0,161.447
33080114,"ТзОВ ""Автосвіт""","80316, Львівська обл., Жовківський р-н., м. Рава-Руська, вул. 22 січня, 6",ravaavtosvit@meta.ua/0678019676,4622710400,1996.4,20.383000000000003,0.015,3.64,1.7280000000000002,15.0
33278512,"ТзОВ ""Е.ВАН ВАЙК ЛОДЖИСТИКС ЮКРЕЙН""","81131, Львівська обл., Пустомитівський р-н., с. Солонка, вул. Стрийська, 55",/0322271616,4623686601,1992.0,45.306,0.066,3.24,0.0,42.0
00992444,"ДП ""Бродівське лісове господарство""","80600, Львівська обл., м. Броди, вул. Низька, 15",/0326627387,4620310100,1990.9589999999998,1596.7309999999998,0.002,0.77,0.0,1595.9589999999998
39044726,"Товариство з обмеженою відповідальністю ""Гідротехцентр""","79040, Львівська обл., м. Львів, вул. Курмановича, буд. 2",08041988v@ukr.net/0504328592,4610136300,1987.16,32.1162,0.0512,3.4050000000000002,0.0,28.659999999999997
39878629,"ТОВ ""ТБ Фрут Капітал""","81500, Львівська обл., Городоцький р-н., м. Городок, вул. Артищівська, буд. 9, корпус 1",/0673388270,4620910100,1979.021,1267.5859999999998,0.04,1.025,0.0,1266.521
30657530,"ТзОВ ""Успіх БМ""","79035, м. Львів, вул. Виговського, 42/56",yspixbm@ukr.net/2702150,4610136800,1968.86,23.66,0.0,3.8,1.0,18.86
22402928,"Спільне підприємство ""Бориславська нафтова компанія""","Львівська обл., м. Борислав, вул. Шкільна, 28А",oilcompany@ykr.net/0324842783,4610300000,1959.2995,386.0504,0.0469,0.884,18.32,366.79949999999997
25240544,"ТзОВ ""Комунальник 1""","82400, Львівська обл., м. Стрий, вул. Нижанківського, 50",komunalnyk@gmail.com/0671392748,4611200000,1942.29,32.617,0.0,3.827,0.0,28.79
32483848,"ТзОВ ""НІКО-ЗАХІД""","79019, м. Львів, вул. Липинського, 50 Б",/2989551,4610100000,1941.021,216.327,0.183,1.6229999999999998,0.0,214.52100000000002
00222284,"ПАТ ""Львівський завод штучних алмазів і алмазного інструменту""","79024, м. Львів, вул. Б.Хмельницького, 116",almaz_lv@ukr.net/0322522031,4610137500,1915.69,763.808,0.16799999999999998,0.5900000000000001,0.36,762.69
30405534,"НПП ""Сколівські Бескиди""","82600, Львівська обл., Сколівський р-н., м. Сколе, вул. Кн. Святослава, 3",/0325121411,4624510100,1910.48,226.7649,0.009899999999999999,3.275,0.0,223.48000000000002
20807621,"ТзОВ ""Агропромислове підприємство ""Гряда""","80380, Львівська обл., Жовківський р-н., с. Гряда",/097-94-50-802,4622700000,1905.4340000000002,1905.4340000000002,0.0,0.0,0.0,1905.4340000000002
39072863,"ТОВ ""Інноваційний центр Елекс""","79060, Львівська обл., м. Львів, вул. Наукова, буд. 7в",office@eleks.com/0322971251,4610136900,1904.342,130.138,0.30600000000000005,0.49,0.0,129.34199999999998
32993129,"ДП ""ЕН ДЖІ МЕТАЛ УКРАЇНА"" компанії Н.Граверсен Металварефабрік А/С","вул. Шевченка, 73, смт. Куликів, Жовківський р-н, Львівська обл., Україна, 80362",rui@ng-ua.com/0676705626,4622755600,1901.21,1460.21,0.0,0.0,9.0,1451.21
02649905,"ДП ""Санаторно-курортний комплекс ""Моршинкурорт"" ЗАТ ""Укрпрофоздоровниця""","82482, Львівська обл., м. Моршин, вул. Паркова площа, 3",/0673435500,4610700000,1896.804,732.0909999999999,0.227,0.06,0.0,731.804
32568210,"ТзОВ ""Велет Авто""","79019, м. Львів, вул. Липинського, 50 В",/0322943131,4610137200,1892.8400000000001,132.43730000000002,0.09729999999999998,0.0,26.0,106.34
